cargs,deri,fgain240,fgain240_o0,fgain240_o1,fgain240_o2,fgain240_o3,"fgain240_p(0, 0.18)","fgain240_p(0.18, 0.5)","fgain240_p(0.5, 0.82)","fgain240_p(0.82, 1)",fgain240_pearson,fgain240_trend100,fgain240_trend101,fgain240_trend20,fgain240_trend200,fgain240_trend201,fgain240_trend21,fgain240_trend2400,fgain240_trend2401,fgain240_trend50,fgain240_trend51,fgain240_trend600,fgain240_trend601,ibase,ts_code
{'freq': '60'},rsi,1.2271392781158317,0.9897507823504108,0.9862402589699168,1.0575949189456504,0.9883917294061267,0.961206290686904,0.9586847863274538,1.0501493307576348,1.022383729851714,-0.002088663855023963,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,open,
"{'ffreq': '10', 'sfreq': '10'}",apo,1.2271392781158317,1.0015062259418668,,1.0015062259418668,,1.0015062259418668,1.0015062259418668,1.0015062259418668,1.0015062259418668,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
"{'ffreq': '10', 'sfreq': '2'}",apo,1.2271392781158317,1.0019000583969417,0.9561976031780994,1.000809014495071,0.9016075921792243,0.9749916148326785,0.9636723633283951,0.9784121360090048,1.0174531461545924,0.004793759506221683,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
"{'ffreq': '10', 'sfreq': '5'}",apo,1.2271392781158317,1.0017445959181468,0.9631188216673261,0.9854604360742302,0.9341566420291056,0.9916084904910643,0.9830845409014549,0.986862099384558,1.0257901127091873,0.004277123689258177,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
"{'ffreq': '2', 'sfreq': '10'}",apo,1.2271392781158317,1.0019000583969417,0.9561976031780994,1.000809014495071,0.9016075921792243,0.9749916148326785,0.9636723633283951,0.9784121360090048,1.0174531461545924,0.004793759506221683,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
"{'ffreq': '2', 'sfreq': '2'}",apo,1.2271392781158317,1.000375490552128,,1.000375490552128,,1.000375490552128,1.000375490552128,1.000375490552128,1.000375490552128,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
"{'ffreq': '2', 'sfreq': '5'}",apo,1.2271392781158317,1.0009593409225659,0.9643318734089256,1.0242213722229805,0.8708176053901937,1.0502252388709996,0.9706792520583096,0.9722890618197766,0.996205971568513,0.0026867745267383164,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
"{'ffreq': '5', 'sfreq': '10'}",apo,1.2271392781158317,1.0017445959181468,0.9631188216673261,0.9854604360742302,0.9341566420291056,0.9916084904910643,0.9830845409014549,0.986862099384558,1.0257901127091873,0.004277123689258177,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
"{'ffreq': '5', 'sfreq': '2'}",apo,1.2271392781158317,1.0009593409225659,0.9643318734089256,1.0242213722229805,0.8708176053901937,1.0502252388709996,0.9706792520583096,0.9722890618197766,0.996205971568513,0.0026867745267383164,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
"{'ffreq': '5', 'sfreq': '5'}",apo,1.2271392781158317,1.000793759021276,,1.000793759021276,,1.000793759021276,1.000793759021276,1.000793759021276,1.000793759021276,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
"{'ffreq': '10', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,or_yoy,
"{'ffreq': '10', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,or_yoy,
"{'ffreq': '10', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,or_yoy,
"{'ffreq': '2', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,or_yoy,
"{'ffreq': '2', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,or_yoy,
"{'ffreq': '2', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,or_yoy,
"{'ffreq': '5', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,or_yoy,
"{'ffreq': '5', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,or_yoy,
"{'ffreq': '5', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,or_yoy,
{'freq': '10'},mom,1.2271392781158317,1.0023180897015247,0.9373211662243194,1.156114243023458,0.8517275670521468,1.0009621976965617,1.00030639175393,1.00030639175393,1.0010657086392556,0.005116037885877316,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
{'freq': '2'},mom,1.2271392781158317,1.0005385334755146,0.9496811221842666,1.195709060960762,0.8251540419471858,1.0002910858656224,1.0000935411149812,1.0000935411149812,1.0003330343534722,0.001938938427201265,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
{'freq': '20'},mom,1.2271392781158317,1.0046375750014973,0.9314235060332345,1.161441604761947,0.8678270798231551,1.0014728817611365,1.000495018730305,1.000495018730305,1.002245015520604,0.011279028341803493,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
{'freq': '240'},mom,1.2271392781158317,1.0619930423823043,0.9496835016716954,0.8644193303326718,0.8400064979986753,0.9735003711081686,1.0331280036101875,1.0906397303775712,0.8884417590441452,0.01569705293854163,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
{'freq': '5'},mom,1.2271392781158317,1.001164055927386,0.9439904076163435,1.1593525597894592,0.8487930413225155,1.000486872529191,1.0001764495140892,1.0001764495140892,1.000654069520063,0.0033636295415561805,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
{'freq': '60'},mom,1.2271392781158317,1.0140634039973822,0.968673045579636,1.0347493378281865,0.9455508690585859,0.9813169783730277,1.0145216308383012,0.9992482419803264,1.0019186429244806,0.035527617046111015,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
{'freq': '10'},rocr,1.2271392781158317,1.0016179145506001,0.9821389253090511,1.34006249043974,0.805060911575378,1.002698360906699,1.00030639175393,1.00030639175393,0.9992656478166556,-0.0238763819040556,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
{'freq': '2'},rocr,1.2271392781158317,1.0004476376641227,1.022610074060983,1.2988533209524145,0.8174434531960069,1.0006708624193388,1.0000935411149812,1.0000935411149812,0.9999506215564901,-0.010710507521077727,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
{'freq': '20'},rocr,1.2271392781158317,1.00251450732439,0.9820732816195752,1.3790885000432265,0.8098094879764033,1.0049420739880042,1.000495018730305,1.000495018730305,0.9985196458915288,-0.031126467837528447,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
{'freq': '240'},rocr,1.2271392781158317,1.0242490102400672,1.0315612598848403,0.7937461071007766,0.9452369552196221,0.9909917552539609,1.012758964918675,1.0309992428975758,1.038491246490478,-0.017830809707914248,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
{'freq': '5'},rocr,1.2271392781158317,1.0008688648624864,1.0049400745584722,1.3054584881722544,0.804091247121157,1.001422123621438,1.0001764495140892,1.0001764495140892,0.9997027074327287,-0.017064172144405445,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
{'freq': '60'},rocr,1.2271392781158317,1.0142440819216074,0.9483109051479782,1.0446756347710129,1.049848971647615,1.0178575940883086,1.0089991783437422,0.9969624754265136,0.9831333457156437,-0.025807139378849313,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
{'freq': '10'},rsi,1.2271392781158317,0.9799669481531791,1.054492548488541,0.9993242727943884,,0.9956952048588541,1.0003884503564695,1.0077925957260072,1.0057987547259193,0.016856103020103545,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
{'freq': '2'},rsi,1.2271392781158317,0.9976892149518088,1.0201776327518912,1.0014937764148089,,1.0004707268989386,1.0004707268989386,0.994057218235921,1.0322071596143982,0.020429566033874844,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
{'freq': '20'},rsi,1.2271392781158317,0.9986391795139815,1.0521941689164864,1.0585625100185618,1.1084524826605986,1.073486182779944,1.0056470658442191,1.0095795620379517,0.9985486589013893,0.0014308701412121233,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
{'freq': '240'},rsi,1.2271392781158317,0.9705123775722683,0.920235082345445,1.1460679509009786,1.0566942685443892,1.0874751400229696,0.9959748686223993,0.9830820044782616,0.9906794360623655,-0.039261211193768956,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
{'freq': '5'},rsi,1.2271392781158317,0.9959284255976393,1.0212754458203475,1.003193800141427,,1.0009712300683387,0.9924949410612457,1.0190528847806408,0.993921544249641,0.02381927633566416,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
{'freq': '60'},rsi,1.2271392781158317,1.0133807041461942,0.9777683761546025,1.0660338995732257,1.0895944369099548,1.033639980558874,0.9644265503661693,1.010840301482489,1.0002042075413111,0.0039006843954261694,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,or_yoy,
"{'ffreq': '10', 'sfreq': '10'}",apo,1.2271392781158317,1.003516259414141,,1.003516259414141,,1.003516259414141,1.003516259414141,1.003516259414141,1.003516259414141,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
"{'ffreq': '10', 'sfreq': '2'}",apo,1.2271392781158317,1.0177817404441702,0.9404092867156839,0.7424416585684633,0.7191689042462521,0.9103840446271013,1.0425821394566752,1.069664295629517,0.9144531002378269,-0.045020146236928585,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
"{'ffreq': '10', 'sfreq': '5'}",apo,1.2271392781158317,1.019477774652115,0.9289485719091067,0.7530331897963081,0.725023672241263,0.913288932233315,1.0393185513515686,1.071004540326472,0.9147228370399911,-0.04044985674990902,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
"{'ffreq': '2', 'sfreq': '10'}",apo,1.2271392781158317,1.0177817404441702,0.9404092867156839,0.7424416585684633,0.7191689042462521,0.9103840446271013,1.0425821394566752,1.069664295629517,0.9144531002378269,-0.045020146236928585,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
"{'ffreq': '2', 'sfreq': '2'}",apo,1.2271392781158317,1.001979525708664,,1.001979525708664,,1.001979525708664,1.001979525708664,1.001979525708664,1.001979525708664,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
"{'ffreq': '2', 'sfreq': '5'}",apo,1.2271392781158317,1.015803676642182,0.91704294084058,0.7236222784969889,0.7143312350085378,0.9155195001503454,1.040509845447875,1.064700106146639,0.9189414389333299,-0.04114176931166592,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
"{'ffreq': '5', 'sfreq': '10'}",apo,1.2271392781158317,1.019477774652115,0.9289485719091067,0.7530331897963081,0.725023672241263,0.913288932233315,1.0393185513515686,1.071004540326472,0.9147228370399911,-0.04044985674990902,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
"{'ffreq': '5', 'sfreq': '2'}",apo,1.2271392781158317,1.015803676642182,0.91704294084058,0.7236222784969889,0.7143312350085378,0.9155195001503454,1.040509845447875,1.064700106146639,0.9189414389333299,-0.04114176931166592,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
"{'ffreq': '5', 'sfreq': '5'}",apo,1.2271392781158317,1.0023704237103812,,1.0023704237103812,,1.0023704237103812,1.0023704237103812,1.0023704237103812,1.0023704237103812,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
"{'ffreq': '10', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,pb,
"{'ffreq': '10', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,pb,
"{'ffreq': '10', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,pb,
"{'ffreq': '2', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,pb,
"{'ffreq': '2', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,pb,
"{'ffreq': '2', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,pb,
"{'ffreq': '5', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,pb,
"{'ffreq': '5', 'sfreq': '2'}",cmo,,,,,,,,,,,,,,,,,,,,,,,pb,
"{'ffreq': '5', 'sfreq': '5'}",cmo,,,,,,,,,,,,,,,,,,,,,,,pb,
{'freq': '10'},mom,1.2271392781158317,1.0163381855132074,0.9334526036235872,0.7173347488849137,0.7416413489811305,0.9066055823871282,1.0370604559314431,1.0685618515921,0.9128074920559205,-0.0459879572896018,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
{'freq': '2'},mom,1.2271392781158317,1.011105692213239,0.9010236240024458,0.7512178451319298,0.657583289312266,0.9162589580741712,1.0358985084852081,1.0562732738319973,0.9230444491821069,-0.02431739326071249,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
{'freq': '20'},mom,1.2271392781158317,1.0222156375365063,0.9444952391762941,0.7274123280084259,0.7412483909558474,0.8998598604864366,1.0368467272723543,1.0810197663126677,0.9000637956390942,-0.050118256035451426,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
{'freq': '240'},mom,1.2271392781158317,1.033701670825995,0.9790901209569909,0.778460947567637,0.8675813375152256,0.9143199595681943,1.013666705903693,1.1479765057493736,0.8254459590497685,-0.09201631901776401,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
{'freq': '5'},mom,1.2271392781158317,1.0155971214691133,0.9008170204642459,0.7427918568900805,0.6358523065826374,0.9121460190725457,1.036190647167153,1.0621883381377557,0.9152558419555129,-0.05035878428401576,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
{'freq': '60'},mom,1.2271392781158317,1.0252249558133402,0.9318108535018618,0.778458577803227,0.7902331235099619,0.8819208262312274,1.0195736016274235,1.1099306790990446,0.9045905037900276,-0.008999313725687977,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
{'freq': '10'},rocr,1.2271392781158317,1.0052944191466733,1.0204547425481236,0.9609228196845976,0.9781615749966619,0.9716268360026498,0.9975671603078828,1.0212104501833212,0.9934417522512863,-0.04107615832454191,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
{'freq': '2'},rocr,1.2271392781158317,0.9995849308888098,1.0107055218100018,1.0017996254971964,0.882224980624218,0.9820810839559855,0.9969126717510406,1.012605661214238,0.9967005929874901,-0.023119493518091064,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
{'freq': '20'},rocr,1.2271392781158317,1.00941955102156,1.0282229566928989,0.985324608373756,0.9032341867849855,0.9589707499005389,1.0007696763293534,1.0320245468789784,0.981421410663375,-0.04643106461688251,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
{'freq': '240'},rocr,1.2271392781158317,0.9981033364924455,0.9809873648383208,0.8577390977978194,0.6058628280294835,0.9783144962993165,0.9909611052674435,1.0842908957290849,0.8992441389134089,-0.12239430362878276,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
{'freq': '5'},rocr,1.2271392781158317,1.0042956176003899,0.9952403087939953,0.9017064282722626,1.0148729859516599,0.9802079332071832,0.9952436720927698,1.0167886035424616,0.9943146740841126,-0.048112447083808824,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
{'freq': '60'},rocr,1.2271392781158317,1.014436964671545,0.9963088494096218,0.968530241659851,0.7918488856227793,0.9308486776471904,0.9982552021699428,1.0489634637340461,0.99488738010172,-0.009383243762274637,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
{'freq': '10'},rsi,1.2271392781158317,0.9982772444788371,1.024568007066052,0.9392719625401719,1.0152055922804217,0.9528470739835514,1.0044837884366316,1.021406937307192,1.0146792935721418,-0.02254408206946899,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
{'freq': '2'},rsi,1.2271392781158317,1.0053666512651285,0.9959059082592936,0.9999565144214491,1.007646799504615,0.9769421474941098,1.0002287731021722,1.0055833182690403,1.0240240735554034,-0.005013043520996811,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
{'freq': '20'},rsi,1.2271392781158317,1.0023504760140258,1.0168297743837444,0.9205283403467579,1.043183132271525,0.9375764754142462,1.010409530782539,1.0193591952460093,1.014706871734383,-0.028699479587216446,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
{'freq': '240'},rsi,1.2271392781158317,1.010517257358771,0.9900371375128042,0.9450729680696199,0.7417022070069313,1.1241878850038403,0.9867703702569377,0.9558619544364947,0.9524195261171863,-0.11790108882022148,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
{'freq': '5'},rsi,1.2271392781158317,0.9992736342205714,1.014552291944196,0.9890512744712529,0.9902796058811413,0.9646204221265666,1.0025481999563097,1.0106388019716674,1.0234631276009385,-0.028871170312803115,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
{'freq': '60'},rsi,1.2271392781158317,0.9992662078492253,1.0393384999048467,0.9727462775614233,0.991232038251128,0.9440925073765293,0.9697580108496113,1.070306734580225,1.0200476907506142,-0.01371866448021526,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pb,
"{'ffreq': '10', 'sfreq': '10'}",apo,1.2271392781158317,1.0014968819333898,,1.0014968819333898,,1.0014968819333898,1.0014968819333898,1.0014968819333898,1.0014968819333898,,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pct_chg,
"{'ffreq': '10', 'sfreq': '2'}",apo,1.2271392781158317,1.0040170290290698,0.9926366972286927,0.9778446220627383,0.9201207124660368,0.9895531194092007,1.0007381139061091,1.0106995468398714,0.9984731098849562,-0.008920194414882782,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pct_chg,
"{'ffreq': '10', 'sfreq': '5'}",apo,1.2271392781158317,1.0034163890680037,1.0031042327912056,0.964950968489948,0.9390679166862261,0.9928747046914629,1.0054583149948733,1.0096051181921004,0.9906085786564731,-0.013686511150220805,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pct_chg,
"{'ffreq': '2', 'sfreq': '10'}",apo,1.2271392781158317,1.0040170290290698,0.9926366972286927,0.9778446220627383,0.9201207124660368,0.9895531194092007,1.0007381139061091,1.0106995468398714,0.9984731098849562,-0.008920194414882782,0.9270083230165472,1.070393154236015,0.9764739907389192,0.9001357172405351,1.0936775512468306,1.0232522519381062,0.8587904705787398,1.1243101201263042,0.9527402848015158,1.0453215386095982,0.8720018457873528,1.1242410862946677,pct_chg,
