args,deri,fgain5,fgain5_o0,fgain5_o1,fgain5_o2,fgain5_o3,"fgain5_p(0, 0.18)","fgain5_p(0.18, 0.5)","fgain5_p(0.5, 0.82)","fgain5_p(0.82, 1)",fgain5_pearson,fgain5_trend100,fgain5_trend101,fgain5_trend20,fgain5_trend200,fgain5_trend201,fgain5_trend21,fgain5_trend2400,fgain5_trend2401,fgain5_trend50,fgain5_trend51,fgain5_trend600,fgain5_trend601,ibase,ts_code
"{'ffreq': '10', 'sfreq': '10'}",apo,1.0031488701770943,1.000046966842562,,1.000046966842562,,1.000046966842562,1.000046966842562,1.000046966842562,1.000046966842562,,0.9761056630892305,1.0225721112871198,0.9883897285588403,0.9789108250529073,1.02031965578885,1.011699070705426,0.9856265100594699,1.0099402822113215,0.9770587042000891,1.022198785616812,0.983765739710481,1.0161427018021596,close,
"{'ffreq': '10', 'sfreq': '2'}",apo,1.0031488701770943,1.000531874064157,0.9985322454869746,0.9899001875752989,0.9711415613650796,0.9990244242728125,0.9992320157330722,1.0018949772234498,0.9992256599020072,-0.007241543914663497,0.9761056630892305,1.0225721112871198,0.9883897285588403,0.9789108250529073,1.02031965578885,1.011699070705426,0.9856265100594699,1.0099402822113215,0.9770587042000891,1.022198785616812,0.983765739710481,1.0161427018021596,close,
"{'ffreq': '10', 'sfreq': '5'}",apo,1.0031488701770943,1.000365847217402,0.9986333413224495,0.9935231195873869,0.9744274637119622,0.9991778228173446,0.9987779496713936,1.0014497921005494,1.0007305146823047,-0.005759194634638814,0.9761056630892305,1.0225721112871198,0.9883897285588403,0.9789108250529073,1.02031965578885,1.011699070705426,0.9856265100594699,1.0099402822113215,0.9770587042000891,1.022198785616812,0.983765739710481,1.0161427018021596,close,
"{'ffreq': '2', 'sfreq': '10'}",apo,1.0031488701770943,1.000531874064157,0.9985322454869746,0.9899001875752989,0.9711415613650796,0.9990244242728125,0.9992320157330722,1.0018949772234498,0.9992256599020072,-0.007241543914663497,0.9761056630892305,1.0225721112871198,0.9883897285588403,0.9789108250529073,1.02031965578885,1.011699070705426,0.9856265100594699,1.0099402822113215,0.9770587042000891,1.022198785616812,0.983765739710481,1.0161427018021596,close,
"{'ffreq': '2', 'sfreq': '2'}",apo,1.0031488701770943,1.0000082059811382,,1.0000082059811382,,1.0000082059811382,1.0000082059811382,1.0000082059811382,1.0000082059811382,,0.9761056630892305,1.0225721112871198,0.9883897285588403,0.9789108250529073,1.02031965578885,1.011699070705426,0.9856265100594699,1.0099402822113215,0.9770587042000891,1.022198785616812,0.983765739710481,1.0161427018021596,close,
"{'ffreq': '2', 'sfreq': '5'}",apo,1.0031488701770943,1.0004732938664889,1.0005052813199748,0.9860257599381629,0.968403313858941,0.9984321286238044,1.0004411265851518,1.001522468384186,0.9981589040936615,-0.004331378129486139,0.9761056630892305,1.0225721112871198,0.9883897285588403,0.9789108250529073,1.02031965578885,1.011699070705426,0.9856265100594699,1.0099402822113215,0.9770587042000891,1.022198785616812,0.983765739710481,1.0161427018021596,close,
"{'ffreq': '5', 'sfreq': '10'}",apo,1.0031488701770943,1.000365847217402,0.9986333413224495,0.9935231195873869,0.9744274637119622,0.9991778228173446,0.9987779496713936,1.0014497921005494,1.0007305146823047,-0.005759194634638814,0.9761056630892305,1.0225721112871198,0.9883897285588403,0.9789108250529073,1.02031965578885,1.011699070705426,0.9856265100594699,1.0099402822113215,0.9770587042000891,1.022198785616812,0.983765739710481,1.0161427018021596,close,
"{'ffreq': '5', 'sfreq': '2'}",apo,1.0031488701770943,1.0004732938664889,1.0005052813199748,0.9860257599381629,0.968403313858941,0.9984321286238044,1.0004411265851518,1.001522468384186,0.9981589040936615,-0.004331378129486139,0.9761056630892305,1.0225721112871198,0.9883897285588403,0.9789108250529073,1.02031965578885,1.011699070705426,0.9856265100594699,1.0099402822113215,0.9770587042000891,1.022198785616812,0.983765739710481,1.0161427018021596,close,
"{'ffreq': '5', 'sfreq': '5'}",apo,1.0031488701770943,1.0000283973705173,,1.0000283973705173,,1.0000283973705173,1.0000283973705173,1.0000283973705173,1.0000283973705173,,0.9761056630892305,1.0225721112871198,0.9883897285588403,0.9789108250529073,1.02031965578885,1.011699070705426,0.9856265100594699,1.0099402822113215,0.9770587042000891,1.022198785616812,0.983765739710481,1.0161427018021596,close,
"{'ffreq': '10', 'sfreq': '10'}",cmo,,,,,,,,,,,,,,,,,,,,,,,close,
